Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2022-01-03,325.6347961425781,328.79629901774877,320.80012748139205,326.21846414915797,28865100
2022-01-04,320.0511169433594,326.07256655416444,317.239796956852,325.7126166614886,32674300
2022-01-05,307.7649841308594,317.19112801347296,307.37588205960316,316.9868249346307,40054300
2022-01-06,305.3330993652344,310.0218586119927,303.0081644576789,304.62296646871727,39646100
2022-01-07,305.48870849609375,307.8817144573573,301.6462550034294,305.5956989498197,32720000
2022-01-10,305.7123718261719,306.15013013581523,296.3932496718042,301.0625331039594,44289500
2022-01-11,306.4031066894531,307.9886968599788,301.45171092918275,304.84666874501306,29386800
2022-01-12,309.6035461425781,314.6035989823471,308.44594728470446,310.9654481070807,34372200
2022-01-13,296.50030517578125,312.14246451080345,295.7221009951654,311.7436252200972,45366000
2022-01-14,301.7533264160156,302.35643918716585,295.47894678254033,295.9653318801247,39846400
2022-01-18,294.4088439941406,301.3641437796384,293.5236197033921,295.7901905004896,42333200
2022-01-19,295.0703430175781,305.3622673575025,294.4575227878917,297.9497639039901,45933900
2022-01-20,293.38739013671875,303.16371516926193,292.93992432186644,300.65398204026127,35380700
2022-01-21,287.96917724609375,295.82914784018726,287.5606006771118,294.44783070331806,57984400
2022-01-24,288.2998352050781,289.019675493024,268.5331420193464,284.2434009991435,85731500
2022-01-25,280.6343994140625,286.9574042251114,277.40482567237643,283.5818912385189,72848600
2022-01-26,288.6305847167969,300.09955158053,285.05079816308023,299.6034293699441,90428900
2022-01-27,291.6753845214844,298.93224118758064,289.8173900598136,294.4186033404908,53481300
2022-01-28,299.86614990234375,300.080160532773,286.43219588020236,292.05480642156255,49743700
2022-01-31,302.51202392578125,303.87389598233557,298.02753880893874,300.5373020221314,46444500
2022-02-01,300.35247802734375,302.17155319764396,296.82131813836816,301.9575426078095,40950400
2022-02-02,304.9245300292969,306.53933207840674,300.4692557003281,301.19883332986984,36636000
2022-02-03,293.0469970703125,302.7552535027513,291.79211531003233,301.06261331619567,43730000
2022-02-04,297.60931396484375,300.3914224555143,291.8018747496891,292.0353300953145,35096500
2022-02-07,292.75518798828125,299.45755887264727,291.733761520673,297.8330493495718,28533300
2022-02-08,296.2668762207031,297.2396463763231,291.7824200528577,293.04700938052804,32421200
2022-02-09,302.7357482910156,303.436143889823,299.0197893926343,301.4322400322935,31284700
2022-02-10,294.146240234375,300.70270149055546,292.5119935208932,295.76104223219227,45386200
2022-02-11,287.006103515625,296.00422709422884,286.2084248952271,294.9341740286448,39175600
2022-02-14,286.9671630859375,288.679247863717,283.4165583613439,285.7706452442049,36359500
2022-02-15,292.2882080078125,292.609209051119,288.932139576683,291.84074211252357,27058300
2022-02-16,291.94708251953125,293.2825285212972,286.2738465978352,290.8455745770607,29982100
2022-02-17,283.3982238769531,289.31512471612086,282.6866227036371,288.88621849493984,32461600
2022-02-18,280.6688537597656,286.4493014013889,279.08971235663495,285.65973069982357,34264000
2022-02-22,280.464111328125,284.1877834917161,277.32531396607703,277.812704676035,41736100
2022-02-23,273.2020568847656,284.3438343460479,273.03636065430806,282.8621471204411,37811200
2022-02-24,287.16082763671875,287.7164601327859,264.6726152766179,265.6376690192518,56989700
2022-02-25,289.81231689453125,290.12425414795905,284.29504943491895,287.6970574684167,32546700
2022-02-28,291.2550048828125,291.59618439508904,285.61101104501586,286.8879725712154,34627500
2022-03-01,287.5118408203125,292.4052336749819,284.78243452949044,288.9252562718697,31217800
2022-03-02,292.6196594238281,293.8673785477649,286.29333703933276,287.91144814315027,31873000
2022-03-03,288.4573669433594,295.4855335304221,286.6345004718667,295.2515954797372,27314500
2022-03-04,282.5501403808594,288.20389071093314,279.92800561542646,286.8684448672686,32356500
2022-03-07,271.8763427734375,282.38448735317786,271.5059210014731,281.2537371143296,43157200
2022-03-08,268.8934631347656,276.79892624479913,263.1909858256169,270.7942690725029,48159500
2022-03-09,281.2244567871094,282.29672236396794,273.6991425767522,276.2920648815301,35204500
2022-03-10,278.3878173828125,279.37235611943896,273.5041530332084,275.8826220369622,30628000
2022-03-11,273.00701904296875,282.20895734014323,272.38314470175277,280.6980284032416,27209300
2022-03-14,269.4685974121094,278.2026312310251,268.8642376481267,273.2702392726219,30660700
2022-03-15,279.9085388183594,280.56165559889956,271.7008941610274,273.28003564033486,34245100
2022-03-16,286.9659118652344,287.14136537848043,276.05810557225556,281.8190374929418,37826300
2022-03-17,287.7749938964844,288.155143210263,282.0725162060414,285.8936727522642,30816600
2022-03-18,292.85357666015625,293.409209212463,285.34777752908354,287.92118502466127,43390600
2022-03-21,291.61566162109375,292.5709582806592,287.4630825627041,291.3524813032419,28351200
2022-03-22,296.39202880859375,297.3083257004259,291.23542689570303,292.2394505433956,27599700
2022-03-23,291.9372253417969,295.58292742416523,290.2118732486186,292.9315212496986,25715400
2022-03-24,296.43109130859375,296.5285754184512,290.7968548353262,291.5961828889944,24484500
2022-03-25,296.0216369628906,297.7957464215104,291.74236167311045,297.53256612739574,22566500
2022-03-28,302.86456298828125,302.9620173202891,296.65518109481707,296.65518109481707,29578200
2022-03-29,307.45587158203125,307.8555356124109,301.25624506537525,305.99369916511864,30393400
2022-03-30,305.9448547363281,307.9821738994421,303.72235448816923,305.84740040145147,28163600
2022-03-31,300.53485107421875,307.19262469552484,300.1254595450532,305.98387553082625,33422100
2022-04-01,301.6169128417969,302.30899939577387,297.8347557615202,301.5681559167176,27110500
2022-04-04,307.02691650390625,307.16337043885454,301.899556524031,302.2699782371281,24289600
2022-04-05,303.0400695800781,306.92943814434017,302.05553077139234,305.3697818354029,23156700
2022-04-06,291.94708251953125,299.2579443522407,289.2274335883309,297.49359207645136,40110400
2022-04-07,293.7698669433594,295.992367354406,288.87647500488833,289.1786548602699,31411200
2022-04-08,289.4808044433594,293.5261408970455,288.80820296514565,292.86329675120044,24361900
2022-04-11,278.06622314453125,285.2308444774175,277.81277039604595,284.4315461324585,34569300
2022-04-12,274.94683837890625,283.4079337629206,273.4164244465442,281.9457616678411,30966700
2022-04-13,280.3666687011719,281.3024506732569,274.2060420766694,275.6000023217637,21907200
2022-04-14,272.77313232421875,281.0392913131774,272.2760139180962,280.82483816317216,28221600
2022-04-18,273.4456787109375,275.3367570834857,271.32066231224934,271.87629487230055,20778000
2022-04-19,278.10516357421875,278.9532485087538,271.3889341815737,272.3344734724712,22297700
2022-04-20,279.138427734375,282.39422425874454,278.17340352836885,282.101771947732,22906700
2022-04-21,273.7283935546875,285.90340510019286,272.9973074218899,281.30243518120113,29454600
2022-04-22,267.1194152832031,276.0581761337199,266.48581315810736,274.5764889818925,29405800
2022-04-25,273.6407165527344,274.0208659419781,263.94162686122405,266.3980957528581,35678900
2022-04-26,263.4054870605469,271.34019387339646,263.19103391706585,270.5018959703177,46518400
2022-04-27,276.07763671875,283.63219386636825,272.12002593480327,274.9858861228988,63477700
2022-04-28,282.325927734375,283.6418885091446,274.3619509995726,277.9978961517353,33646600
2022-04-29,270.5213928222656,282.569709486261,269.5271262484502,281.33171775194916,37073900
2022-05-02,277.2960510253906,277.7541994484891,269.25410491106345,270.7065195990292,35151100
2022-05-03,274.6739807128906,276.9647236114233,273.0850818141642,276.79899763664605,25978600
2022-05-04,282.6671447753906,283.5444421593352,269.7512901427397,275.4634953465318,33599300
2022-05-05,270.35565185546875,279.12868525425324,267.42155005496926,278.33911462820026,43260400
2022-05-06,267.8017578125,272.2077599045494,264.4289920814444,267.8797272508487,37780300
2022-05-09,257.90765380859375,265.4914520308154,256.67944945375484,263.2494666744855,47726000
2022-05-10,262.7035827636719,266.84640364213425,258.38530837575144,264.83835637264633,39336400
2022-05-11,253.979248046875,264.51663119771115,252.76077145914684,258.9798807225856,48975900
2022-05-12,248.9104766845703,253.32623595061162,243.71488919764607,251.19146195961426,51033800
2022-05-13,254.53494262695312,256.4065362115502,248.9104640346722,250.86002705080753,34925100
2022-05-16,254.90533447265625,259.11639723328454,249.32958371033374,253.40416279680898,32550900
2022-05-17,260.0912170410156,261.5631169343919,255.8411540674959,259.399100730676,28828800
2022-05-18,248.24935913085938,257.5508977900606,246.9694234726405,256.96466066160133,31356000
2022-05-19,247.33090209960938,251.75696064928601,246.09982214872184,248.0734561306582,32692300
2022-05-20,246.7642059326172,252.6069865660278,240.78465354901417,251.3368013062836,39199300
2022-05-23,254.6685333251953,255.4990332782694,247.61421847946846,249.62695761286102,33175400
2022-05-24,253.66221618652344,255.33296663068452,247.6826631718346,251.97193543806088,29043900
2022-05-25,256.4956359863281,258.5083603731719,251.22934212125796,252.21617401226834,28547900
2022-05-26,259.798095703125,260.98032015992106,255.43067249294842,256.2513925154789,25002100
2022-05-27,266.9696350097656,267.0673461571398,261.4199877190789,262.31888853076333,26910800
2022-05-31,265.631103515625,268.46454814999765,262.75856845520855,266.27596136768364,37827700
2022-06-01,266.1684875488281,271.3175402469702,263.8430992924874,268.8846905955963,25292200
2022-06-02,268.2789001464844,268.34730093627996,255.59678544631987,258.3813893513853,44008200
2022-06-03,263.82354736328125,267.1748580929642,262.25050809236035,264.1069007674734,28059000
2022-06-06,262.58270263671875,267.8880873887345,261.08781439672373,265.8167420959057,22400300
2022-06-07,266.24664306640625,266.862190534899,259.83718498016987,260.52113323788575,22860700
2022-06-08,264.20458984375,266.7351505141469,263.4229304866885,265.4747453002484,17372300
2022-06-09,258.713623046875,266.4518586563513,258.5572911393662,261.6349991617094,26439700
2022-06-10,247.1843719482422,254.60017757455358,246.73492150280825,254.60017757455358,31422800
2022-06-13,236.70057678222656,243.30545685676884,235.98733310322459,239.4851805295695,46135800
2022-06-14,238.87939453125,240.10070925355024,235.96776949907485,238.26384714045005,28651500
2022-06-15,245.9825897216797,249.44136191947268,240.7651359682679,242.61176352857115,33111700
2022-06-16,239.348388671875,241.74216268049113,237.44314057965514,240.33520565588944,33169200
2022-06-17,241.96688842773438,244.75149220671116,238.42996544684556,239.08458840742492,43084800
2022-06-21,247.91714477539062,248.90396178868318,243.7842046658451,244.51699356218077,29928300
2022-06-22,247.32113647460938,251.26843424817747,244.6244638607428,246.1095868286238,25939900
2022-06-23,252.91964721679688,253.4179532405101,247.8096847275751,249.70516784913139,25861400
2022-06-24,261.55682373046875,261.8303970887869,255.71404222828616,255.8019733273249,33923200
2022-06-27,258.811279296875,262.1429998718292,257.238210310739,262.0550687832511,24615100
2022-06-28,250.59429931640625,260.7849441795725,250.4379674235614,257.922189071422,27295500
2022-06-29,254.28750610351562,255.9582563004503,249.8907581797154,251.6787647282544,20069800
2022-06-30,250.93621826171875,253.57427023351318,247.0964115747402,251.15117086547428,31730900
2022-07-01,253.62310791015625,253.80875014835922,248.7671738970016,250.50633991832885,22837700
2022-07-05,256.8180847167969,256.9451062280484,248.89419361754275,250.2816054554039,22941000
2022-07-06,260.1009826660156,261.8401338868576,256.378417244903,257.6974432972696,23824400
2022-07-07,262.2407531738281,262.88561107764684,258.93831261363266,259.0360237779557,20859900
2022-07-08,261.51763916015625,261.94754425664775,257.24792836828544,258.71350579252936,19658800
2022-07-11,258.4399719238281,260.41360575508605,256.16342461352093,259.55379543105175,19455200
2022-07-12,247.84873962402344,259.8371699313609,246.25614034660703,259.77854920606694,35868500
2022-07-13,246.92054748535156,247.73150231895372,242.41633781014775,244.44860746990463,29497400
2022-07-14,248.24935913085938,249.2850318036585,240.29615692193676,244.81991218267237,25102800
2022-07-15,250.8287353515625,254.39496840213428,248.92348735319365,249.85168356689877,29774100
2022-07-18,248.41543579101562,254.85420398035012,247.48723950429894,253.78922102936602,20975000
2022-07-19,253.5742645263672,253.75990676258039,247.85850526096056,251.66900149881295,25012600
2022-07-20,256.2513732910156,258.7917140181286,252.96849344718146,253.93576521951553,22788300
2022-07-21,258.7623596191406,258.811230092786,251.13158849383416,253.828260633241,22404700
2022-07-22,254.38522338867188,259.24117262013067,253.12484788124044,259.1532415254674,21881300
2022-07-25,252.89027404785156,255.49901516163538,250.91664038196058,255.01048932002615,21056000
2022-07-26,246.1193389892578,253.91622297762817,243.84282144692108,253.89666285886076,39348000
2022-07-27,262.5728759765625,263.8528113750205,252.909849739427,255.16683688127296,45994000
2022-07-28,270.06689453125,271.4640714641904,261.72286372035086,263.5597258949392,33459300
2022-07-29,274.2975158691406,275.5286106924797,270.28184723835176,271.3272998322268,32152800
2022-08-01,271.6301574707031,274.82510585209405,269.50994212455083,271.4445152590342,21539600
2022-08-02,268.51336669921875,271.5129227011394,266.1293580650753,269.6662805978078,22754200
2022-08-03,275.98779296875,276.99415502004814,270.2622545416718,270.4088361494517,23518900
2022-08-04,277.1407470703125,277.2872988821304,273.7406257671143,275.33319521187644,18098700
2022-08-05,276.4176940917969,277.14070279275705,272.28475475529933,272.74397023713243,16774600
2022-08-08,273.88714599609375,279.3586416053195,272.9100942736339,277.53152983782763,18739200
2022-08-09,275.8217468261719,276.5838461358811,271.23937090713224,273.22281494179157,23405200
2022-08-10,282.5243225097656,283.15940026226946,280.35526616412074,281.5570506992945,24687800
2022-08-11,280.433349609375,284.5271983463668,279.9350735511377,284.17547406996397,20065900
2022-08-12,285.211181640625,285.211181640625,280.35523322114955,281.85990127405483,22619700
2022-08-15,286.73541259765625,287.42911107438584,283.4525028196031,284.32209329350565,18085700
2022-08-16,285.99285888671875,287.29235463676724,283.7554314604386,285.28938031228677,18102900
2022-08-17,285.2388610839844,287.226484746111,283.4274728487166,283.6918259890048,18253400
2022-08-18,284.1129150390625,285.81658418043264,283.04564174048915,284.13248679589566,17186200
2022-08-19,280.17681884765625,283.21211455626116,279.5991382584274,282.8694145780961,20570000
2022-08-22,271.9521484375,276.5638218680338,271.4332130398437,276.1917493413098,25061100
2022-08-23,270.6695251464844,273.0389927321079,269.65122599832847,270.6695251464844,17527400
2022-08-24,270.03314208984375,271.4430857854894,269.3673137642795,269.6610694645273,18137000
2022-08-25,273.0292663574219,273.19570102924337,268.78963442814637,271.5409758486095,16583400
2022-08-26,262.49383544921875,274.4881266505964,262.3861459525227,273.2544185652506,27549300
2022-08-29,259.6935119628906,261.8181979316552,258.342313758695,260.3005650968234,20338500
2022-08-30,257.4806823730469,261.47550201720145,255.2189044329555,261.1034593568575,22767100
2022-08-31,256.01202392578125,261.53427789568053,255.87493197122282,259.85021020629233,24791800
2022-09-01,254.96437072753906,255.4441627229061,250.07854219503247,253.46630934074653,23263400
2022-09-02,250.71493530273438,259.21373957862966,249.15812895739882,256.23721883460826,22855400
2022-09-06,247.96359252929688,252.44797525069836,246.68094020616354,250.8520254014025,21328200
2022-09-07,252.7025604248047,253.4271039157159,247.93422281842027,249.38332474051592,24126700
2022-09-08,253.1235809326172,254.99371472146694,249.47144602800012,252.1346842329514,20319900
2022-09-09,258.9396057128906,259.6935517170331,254.85666778097755,255.06227583640336,22084700
2022-09-12,261.0838928222656,261.8672114032807,259.62500491841365,260.23205814335745,18747700
2022-09-13,246.72991943359375,254.9643561809074,246.33826014353517,253.43692230036456,33353300
2022-09-14,246.95510864257812,248.92314610750662,244.64437117407763,248.23776104063654,23913000
2022-09-15,240.25787353515625,246.15219960227225,238.92626196066945,244.55623484084325,31530900
2022-09-16,239.63124084472656,240.17954887293567,237.00717607223177,239.16124972888457,39791800
2022-09-19,239.41583251953125,240.02288570350754,235.8224428106707,237.4086217444272,26826900
2022-09-20,237.38902282714844,238.4268936780499,234.63768200232818,237.01696522076853,26660300
2022-09-21,233.96209716796875,242.4902891041455,233.91313789195507,239.17105337813675,28625600
2022-09-22,235.94973754882812,238.76962471077854,232.61092983419246,232.90465563000026,31061200
2022-09-23,232.95359802246094,236.09659827223658,230.29037477151613,234.53977696593785,34176000
2022-09-26,232.49337768554688,236.40988020268483,231.95485560138613,232.10173340994166,27694200
2022-09-27,231.47511291503906,236.75259989953264,229.60497922142935,234.9705839342444,27018700
2022-09-28,236.03785705566406,237.27155015003342,229.83018830583202,231.86677170466896,29029700
2022-09-29,232.54234313964844,234.94119800713992,229.51684845035993,233.9033272029391,27484200
2022-09-30,228.0383758544922,235.5188958115648,227.87192627372596,233.31586292569597,35694800
2022-10-03,235.7147216796875,236.5665562407545,229.76163574998006,230.49598001028534,28880400
2022-10-04,243.68479919433594,245.13390098876755,239.86620015378074,239.9739045740591,34888400
2022-10-05,243.99813842773438,245.34933676862912,239.00460597448068,240.8551530786187,20347100
2022-10-06,241.63841247558594,245.11431151949765,240.94324163096667,242.7546151184476,20239900
2022-10-07,229.35043334960938,236.28264582394613,228.30276156963245,235.87139983946656,37769600
2022-10-10,224.46458435058594,229.66373983539455,221.99718320956242,228.1852652907987,29743600
2022-10-11,220.70474243164062,224.27854550032873,219.43187594817857,222.86860200727992,30474000
2022-10-12,221.0376434326172,223.1035994129206,219.28501487125726,220.69494343568198,21903900
2022-10-13,229.35043334960938,231.1716079398188,214.55584187664203,215.260813649644,42551800
2022-10-14,223.78895568847656,232.28777408099603,223.57354685072175,230.6232485273866,30198600
2022-10-17,232.5717315673828,233.9718891188807,230.2316216892533,230.89743494920083,28142300
2022-10-18,233.521484375,238.83812986679797,230.45681608847852,238.16254566937874,26329600
2022-10-19,231.54364013671875,234.60830834251115,229.39935247453639,232.0919481353956,19985700
2022-10-20,231.22055053710938,236.27284322549886,229.96727071460137,230.8484928943571,21811000
2022-10-21,237.06593322753906,237.9275687099277,229.60499943406603,229.83999500388313,26299700
2022-10-24,242.08883666992188,242.66651726478315,236.26304156622302,238.67168249474804,24911200
2022-10-25,245.4276580810547,245.7997156975737,240.6984790313292,242.0986216482708,34775500
2022-10-26,226.49136352539062,233.32565671091658,225.25765558472068,226.3444857065967,82543200
2022-10-27,222.01673889160156,228.81187322430617,221.06698582548745,226.21718131389076,40424600
2022-10-28,230.94638061523438,231.6611531534628,221.33137373801566,221.51741001672517,40647700
2022-10-31,227.2844696044922,230.01622392707068,226.32491559359812,228.88043444903704,28357300
2022-11-01,223.40711975097656,230.81910882214837,222.58465770971134,229.70290606892462,30592300
2022-11-02,215.5055694580078,226.47177415281237,215.4468093670209,224.67018647629374,38407000
2022-11-03,209.77767944335938,215.80909728979998,209.51331132332834,215.49576989713026,36633900
2022-11-04,216.76864624023438,216.96446839951057,208.97479880274778,213.00880699714827,36789100
2022-11-07,223.11338806152344,223.642124352485,216.66095271783695,217.35613859957564,33498000
2022-11-08,224.0924835205078,226.81445164183205,221.12573398582512,223.9260339522567,28192500
2022-11-09,219.8235321044922,223.85754063557675,219.64729662851667,222.6238325426508,27852900
2022-11-10,237.907958984375,238.25065895632184,230.0945400625486,230.5155569432471,46268000
2022-11-11,241.95176696777344,242.8134024168077,236.87988776587653,237.91777362051934,34620200
2022-11-14,236.50782775878906,238.81856512501489,234.21667709082797,236.93864547897454,31123300
2022-11-15,236.9190673828125,241.84406888595643,235.01956096953973,240.5320439197712,31390100
2022-11-16,237.35105895996094,239.38356811952744,236.06479199573343,238.3918546720114,24093300
2022-11-17,237.30198669433594,238.84355351183237,233.3253639763413,233.47264075020115,23123500
2022-11-18,236.85031127929688,239.3246657828085,234.6999806378717,239.09882143559938,27613500
2022-11-21,237.665283203125,240.23781728148245,236.8208614471362,237.05650427423635,26394700
2022-11-22,240.59129333496094,240.8662199512073,236.34955769689049,239.17737646147847,19665700
2022-11-23,243.09507751464844,243.78239398259592,239.84504073005903,240.669820491596,19508500
2022-11-25,243.00674438476562,244.19481694408375,242.26050213358,242.82999727913526,9200800
2022-11-28,237.38052368164062,242.1819409644526,236.43792242620464,241.62227427823314,24778200
2022-11-29,235.9764404296875,238.3918693092864,233.89484887777672,237.02704966267706,17956300
2022-11-30,250.51815795898438,250.70471852080405,235.51495518026599,236.21210017721677,47594200
2022-12-01,250.07630920410156,251.48039765327633,246.37459831987624,249.27115626054174,26041500
2022-12-02,250.4003448486328,251.42149877038435,245.16689541650894,245.29454527511953,21528500
2022-12-05,245.6676483154297,249.22208255520144,243.56641480678124,247.44485794412677,23435300
2022-12-06,240.67967224121094,247.2975832452608,239.36394979574598,246.27642932789132,22463700
2022-12-07,239.94325256347656,241.70083524943195,237.82239217411686,240.39492629319693,20481500
2022-12-08,242.9183349609375,244.23407220396254,238.65695779785608,240.40471184137567,22611800
2022-12-09,240.9742431640625,243.8118905475725,239.7370733126201,240.26728468255888,20609700
2022-12-12,247.93580627441406,247.96526162942584,242.692543329028,242.96746996405648,30665100
2022-12-13,252.26589965820312,259.139094447694,248.4856365310329,256.9494801774457,42196900
2022-12-14,252.5605010986328,257.8332195935308,249.70321169806795,252.47213503033785,35410900
2022-12-15,244.4991912841797,249.5951770987246,242.8594450460343,249.1238764690628,35560400
2022-12-16,240.2574462890625,245.31414811434402,239.0988141825931,244.04752303949846,86102000
2022-12-19,236.09426879882812,240.76805145365768,234.3857983171658,240.424385676434,29696400
2022-12-20,237.41981506347656,238.50970810030006,234.10103870258786,235.06328188479955,25150800
2022-12-21,240.00218200683594,241.17062774217493,235.76044591461016,237.3118262623194,23690600
2022-12-22,233.87521362304688,237.60637998766668,229.63346281298368,236.8895930796324,28651700
2022-12-23,234.40541076660156,234.54287407253264,229.70218803003908,231.83287676315888,21207000
2022-12-27,232.66749572753906,234.60179555616128,231.55796079001962,234.37596618226544,16688600
2022-12-28,230.28152465820312,235.37751101989465,229.9280454024101,232.5987742278732,17457100
2022-12-29,236.64413452148438,237.5376536034291,231.38122952010986,231.38122952010986,19770700
2022-12-30,235.4757080078125,235.6131713319361,232.37294728344762,233.89487228920206,21938500
